"a_o","edad","zona","genero","etnia","discapacidad","escolaridad"
"2023","21","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Masculino","Mestizo","Ninguna","Bachiller"
"2023","21","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Rural","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","24","Rural","Masculino","Afrodescendiente","Ninguna","Bachiller"
"2023","26","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Femenino","Afrodescendiente","Ninguna","Bachiller"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","23","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Masculino","Mestizo","Mental","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Afrodescendiente","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Masculino","Indigena","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Afrodescendiente","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Indigena","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","26","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Rural","Femenino","Indigena","Auditiva","Bachiller"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Masculino","Afrodescendiente","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Indigena","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","20","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","20","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Rural","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","22","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Afrodescendiente","Ninguna","Bachiller"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Afrodescendiente","Ninguna","Bachiller"
"2023","14","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Bachiller"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Bachiller"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Bachiller"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Afrodescendiente","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","14","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","24","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","22","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","21","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","14","Rural","Masculino","Afrodescendiente","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","23","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","25","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","21","Rural","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Bachiller"
"2023","17","Urbana","Masculino","Afrodescendiente","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","26","Rural","Masculino","Mestizo","Ninguna","Bachiller"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","18","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","19","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Rural","Masculino","Mestizo","Ninguna","Ninguno"
"2023","15","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Masculino","Mestizo","Ninguna","Bachiller"
"2023","16","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
"2023","16","Rural","Femenino","Mestizo","Ninguna","Bachiller"
"2023","16","Urbana","Masculino","Mestizo","Ninguna","Ninguno"
"2023","17","Urbana","Femenino","Mestizo","Ninguna","Ninguno"
